"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596293564002096,108892,891108,9,14.53
"2","Alaska",0.527757642246979,342725,657275,3,9
"3","Arizona",0.478916615164483,609895,390105,11,4.2
"4","Arkansas",0.694331804440704,4560,995440,6,15.58
"5","California",0.354148826489653,986514,13486,55,-12.96
"6","Colorado",0.442193247228909,873206,126794,9,-1.26
"7","Connecticut",0.414824762833882,908420,91580,7,-6.95
"8","Delaware",0.44335714082853,795949,204051,3,-7.14
"9","District of Columbia",0.110274855204154,1e+06,0,3,-42.87
"10","Florida",0.485691153685053,578349,421651,29,2.84
"11","Georgia",0.4968504789331,514946,485054,16,4.99
"12","Hawaii",0.357334172239244,983785,16215,4,-18.5
"13","Idaho",0.608261607667624,55083,944917,4,18.41
"14","Illinois",0.43091604921905,864157,135843,20,-7.29
"15","Indiana",0.559498313946531,224698,775302,11,9.6
"16","Iowa",0.512643933418127,409104,590896,6,3.35
"17","Kansas",0.549937616454512,256110,743890,6,11.64
"18","Kentucky",0.606461974538895,79389,920611,8,15.08
"19","Louisiana",0.594506199487932,105087,894913,8,12.17
"20","Maine",0.417753078836116,927361,72639,3,-2.89
"21","Maine CD-2",0.506807794377701,452564,547436,1,3.51
"22","Maryland",0.358196303615213,978500,21500,10,-12.25
"23","Massachusetts",0.363454473203152,987134,12866,11,-16.04
"24","Michigan",0.471455518520753,645115,354885,16,-0.3
"25","Minnesota",0.469410142840051,690289,309711,10,-0.85
"26","Mississippi",0.587990191133503,171176,828824,6,9.18
"27","Missouri",0.545014449839649,263673,736327,10,9.62
"28","Montana",0.551400321748291,226663,773337,3,9.76
"29","Nebraska",0.56872817870667,138995,861005,4,14.39
"30","Nebraska CD-2",0.493114195010299,541179,458821,1,3.26
"31","Nevada",0.46910525949567,660103,339897,6,0.12
"32","New Hampshire",0.453853420349004,731059,268941,4,-0.21
"33","New Jersey",0.410056146352554,915067,84933,14,-6.18
"34","New Mexico",0.458827226853889,698678,301322,5,-4.14
"35","New York",0.358472844563647,975876,24124,29,-11.53
"36","North Carolina",0.497877076010012,512724,487276,15,3.51
"37","North Dakota",0.58469021905943,69398,930602,3,17.04
"38","Ohio",0.498955863085489,505731,494269,18,4.55
"39","Oklahoma",0.619083380872791,57720,942280,7,19.38
"40","Oregon",0.427148623027682,961885,38115,7,-5.29
"41","Pennsylvania",0.474478430048405,638650,361350,20,0.6
"42","Rhode Island",0.425481516097961,860983,139017,4,-9.39
"43","South Carolina",0.517854814122438,407226,592774,9,8.67
"44","South Dakota",0.626951913143399,43292,956708,3,15.26
"45","Tennessee",0.618922836293711,63702,936298,11,13.93
"46","Texas",0.510943645227736,443672,556328,38,7.2
"47","Utah",0.57414267597406,115943,884057,6,16.94
"48","Vermont",0.383355323175665,952901,47099,3,-15.75
"49","Virginia",0.459813548111687,688226,311774,13,-1.13
"50","Washington",0.422046263643507,887044,112956,12,-7.44
"51","West Virginia",0.676290144894016,3090,996910,5,18.16
"52","Wisconsin",0.486300413601456,581026,418974,10,0.39
"53","Wyoming",0.684166717903673,4346,995654,3,24.64
