"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596345748738198,118968,881032,9,14.53
"2","Alaska",0.527771741112163,347158,652842,3,9
"3","Arizona",0.468226081088152,655764,344236,11,4.2
"4","Arkansas",0.694177290214524,6254,993746,6,15.58
"5","California",0.366271247804414,964069,35931,55,-12.96
"6","Colorado",0.442275887088624,851740,148260,9,-1.26
"7","Connecticut",0.414896266378333,895456,104544,7,-6.95
"8","Delaware",0.443230654316271,784972,215028,3,-7.14
"9","District of Columbia",0.11026798153599,1e+06,0,3,-42.87
"10","Florida",0.486267527107918,571496,428504,29,2.84
"11","Georgia",0.500548098378553,497263,502737,16,4.99
"12","Hawaii",0.357356685049591,978765,21235,4,-18.5
"13","Idaho",0.60786197820167,65621,934379,4,18.41
"14","Illinois",0.429079182026866,862154,137846,20,-7.29
"15","Indiana",0.553646888081743,252384,747616,11,9.6
"16","Iowa",0.550754904434011,194658,805342,6,3.35
"17","Kansas",0.564832361979963,203105,796895,6,11.64
"18","Kentucky",0.620160788835213,61801,938199,8,15.08
"19","Louisiana",0.612719956236081,73830,926170,8,12.17
"20","Maine",0.508797108187209,440412,559588,3,-2.89
"21","Maine CD-2",0.548170636803802,207182,792818,1,3.51
"22","Maryland",0.368133746835308,965903,34097,10,-12.25
"23","Massachusetts",0.36354506850194,981788,18212,11,-16.04
"24","Michigan",0.476268283070336,616569,383431,16,-0.3
"25","Minnesota",0.486161626467122,582437,417563,10,-0.85
"26","Mississippi",0.587776032324265,180421,819579,6,9.18
"27","Missouri",0.57005973584566,176579,823421,10,9.62
"28","Montana",0.560485946353027,190957,809043,3,9.76
"29","Nebraska",0.568786378945983,152497,847503,4,14.39
"30","Nebraska CD-2",0.526207207177227,347959,652041,1,3.26
"31","Nevada",0.453269200780369,727009,272991,6,0.12
"32","New Hampshire",0.457515763054883,708475,291525,4,-0.21
"33","New Jersey",0.41125439224087,911711,88289,14,-6.18
"34","New Mexico",0.458987302632317,691116,308884,5,-4.14
"35","New York",0.368466577915547,966299,33701,29,-11.53
"36","North Carolina",0.499688954810755,502049,497951,15,3.51
"37","North Dakota",0.578611593748265,84960,915040,3,17.04
"38","Ohio",0.512346908517065,438952,561048,18,4.55
"39","Oklahoma",0.617869367488635,59845,940155,7,19.38
"40","Oregon",0.431260349549236,937618,62382,7,-5.29
"41","Pennsylvania",0.475744958959018,626629,373371,20,0.6
"42","Rhode Island",0.425358009353366,849273,150727,4,-9.39
"43","South Carolina",0.476975815164733,614308,385692,9,8.67
"44","South Dakota",0.626953177583582,50860,949140,3,15.26
"45","Tennessee",0.618865524080648,71118,928882,11,13.93
"46","Texas",0.493839683691527,530409,469591,38,7.2
"47","Utah",0.579970052806746,101205,898795,6,16.94
"48","Vermont",0.382880483716784,952049,47951,3,-15.75
"49","Virginia",0.454991620996036,704149,295851,13,-1.13
"50","Washington",0.44000913053,823414,176586,12,-7.44
"51","West Virginia",0.67626248064235,4803,995197,5,18.16
"52","Wisconsin",0.46496209443898,690024,309976,10,0.39
"53","Wyoming",0.684104858017184,6216,993784,3,24.64
